12/05/2011 15:32:14 (Info) 	Finished creation of Imageset '10600001Imageset' via XML file. (01839368)
12/05/2011 15:32:14 (Std) 	Attempting to create an Imageset from the information specified in file 'EQHomeDressIcons\Imageset\10600002.imageset'.
12/05/2011 15:32:14 (Std) 	Started creation of Imageset from XML specification:
12/05/2011 15:32:14 (Std) 	---- CEGUI Imageset name: 10600002Imageset
12/05/2011 15:32:14 (Std) 	---- Source texture file: EQHomeDressIcons\10600002.dds in resource group: (Default)
12/05/2011 15:32:14 (Info) 	Finished creation of Imageset '10600002Imageset' via XML file. (00E3ED30)
12/05/2011 15:32:14 (Std) 	Attempting to create an Imageset from the information specified in file 'EQHomeDressIcons\Imageset\10600003.imageset'.
12/05/2011 15:32:14 (Std) 	Started creation of Imageset from XML specification:
12/05/2011 15:32:14 (Std) 	---- CEGUI Imageset name: 10600003Imageset
12/05/2011 15:32:14 (Std) 	---- Source texture file: EQHomeDressIcons\10600003.dds in resource group: (Default)
12/05/2011 15:32:14 (Info) 	Finished creation of Imageset '10600003Imageset' via XML file. (01859778)
12/05/2011 15:32:14 (Std) 	Attempting to create an Imageset from the information specified in file 'EQHomeDressIcons\Imageset\10600004.imageset'.
